CITY,STATE,IBGE_ID,CAPITAL,IBGE_RES_POP_ESTR_PERC,IBGE_DU_RATE,IBGE_DU_RURAL_PERC,IBGE_POP_UP_PERC,IBGE_0-14_PERC,IBGE_15-59_PERC,IBGE_60+_PERC,IBGE_PLANTED_AREA,IBGE_CROP_PRODUCTION_$,IDHM Ranking 2010,IDHM,IDHM_Renda,IDHM_Longevidade,IDHM_Educacao,LONG,LAT,ALT,PAY_TV,FIXED_PHONES,AREA,REGIAO_TUR,CATEGORIA_TUR,RURAL_URBAN,GVA_AGROPEC,GVA_INDUSTRY,GVA_SERVICES,GVA_PUBLIC,GVA_TOTAL,TAXES,GDP,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,CARS_RATE,MOTORCYCLES_RATE,UBER,MCDONALDS,WALMART,POST_OFFICES_RATE,IBGE_POP_10+_2010,IBGE_EDU_0_PERC,IBGE_EDU_1_PERC,IBGE_EDU_2_PERC,IBGE_EDU_3_PERC,IBGE_EDU_NA_PERC,IBGE_ESTIMATED_POP_2017,HOMICIDES,HIDDEN_HOMICIDES,GINI_INDEX_2000,GINI_INDEX_2010,ILLITERACY_RATE_10+_2010,UNEMPLOYMENT_RATE_10+_2010
Ruy Barbosa,RN,2411106,0,0,0.269541029,0.472652219,0.482892907,0.255184332,0.594470046,0.150345622,314,150,4050,0.605,0.548,0.78,0.517,-35.93548416,-5.879428941,168.1,55,27,125.81,Sem Região,Z,Rural Adjacente,954.26,1210.99,5789.44,21834.08,29788.76,617.34,30406.11,3673,8278.28,"Administração, defesa, educação e saúde públicas e seguridade social",13672935,9,0,0,0,0,0,1,4,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064301552,0.096452328,0,0,0,27.71618625,0.838942976,0.684350133,0.153514589,0.138262599,0.023541114,0,3669,0,0,0.5602,0.5127,0.284862537,0.429281219
Sabará,MG,3156700,0,0.000459337,0.288946614,0.026476634,0.944507361,0.237451996,0.66680921,0.095738794,95,1003,1015,0.731,0.699,0.833,0.67,-43.82555709,-19.89249451,694.36,10702,16445,302.42,Ouro,C,Urbano,1955.55,743.8,849945.21,489530.17,2085233.18,195545.4,2280778.58,135196,16870.16,Demais serviços,208331291,1588,2,7,182,0,10,120,538,105,81,38,11,19,68,130,4,76,31,27,139,0,0,0,0,4,4,3,2,421902165,721440950,0.209716366,0.095893547,0,0,0,2.215313725,0.852972622,0.487799896,0.184756369,0.269618584,0.050963753,0.006870683,135968,34,7,0.4916,0.4693,0.045470149,0.367101174
Sabáudia,PR,4122701,0,0,0.313812336,0.170935703,0.826935696,0.208887126,0.670898631,0.120214243,17908,61133,784,0.74,0.71,0.843,0.676,-51.55670202,-23.31839562,732.99,127,819,190.33,Sem Região,Z,Intermediário Adjacente,49011.89,84017.43,158226.67,32715.44,323971.43,27829.63,351801.06,6644,52950.19,Demais serviços,,731,7,1,91,0,1,6,416,59,4,4,3,8,31,68,3,7,10,2,10,0,0,0,0,1,0,1,0,22779192,0,0.366272189,0.168639053,0,0,0,14.79289941,0.876968504,0.547699214,0.169472503,0.222970445,0.058548447,0.00130939,6702,0,0,0.4743,0.4166,0.088984638,0.278381416
Sabino,SP,3544608,0,0,0.33275829,0.125576037,0.874257236,0.202367902,0.625959219,0.171672879,12252,71167,1084,0.728,0.708,0.813,0.671,-49.58081856,-21.46021383,400.85,509,506,305.29,Coração Do Tietê,D,Intermediário Adjacente,43.46,5075.69,39736.44,26798.43,115071.81,3.48,118548.82,5526,21452.92,"Agricultura, inclusive apoio à agricultura e a pós colheita",,106,12,0,4,0,0,9,41,6,13,1,0,0,2,2,2,3,2,1,8,0,0,1,60,0,1,0,1,0,29396193,0.289719626,0.134435658,0,0,0,17.97268152,0.871190339,0.542134213,0.177557756,0.218481848,0.062046205,0,5549,1,1,0.5258,0.4128,0.079702212,0.289029998
Sabinópolis,MG,3156809,0,0.00031839,0.296930718,0.355350633,0.643084564,0.263293395,0.610555501,0.126151104,1217,2958,3343,0.638,0.637,0.812,0.502,-43.08820364,-18.67181465,734.54,188,894,919.81,Sem Região,Z,Rural Adjacente,26.65,6980.02,76331.99,58070.47,168030.07,11663.98,179694.06,15961,11258.32,"Administração, defesa, educação e saúde públicas e seguridade social",,267,5,2,15,0,3,5,96,22,16,4,3,1,10,2,4,11,21,7,40,0,0,0,0,1,1,1,1,24018270,71154515,0.140483092,0.180225443,0,0,0,19.3236715,0.844243505,0.687660281,0.138708704,0.12897873,0.033640066,0.011012219,15936,2,0,0.5963,0.5231,0.158235959,0.340369393
Saboeiro,CE,2311900,0,0,0.286376333,0.442252272,0.536439817,0.27183432,0.583668639,0.144497041,3731,678,4743,0.575,0.533,0.715,0.499,-39.9045807,-6.536433352,317.22,33,92,1383.48,Sem Região,Z,Rural Adjacente,8698.89,2868.11,26225.34,53437.64,91229.97,3468.52,94.7,15715,6025.99,"Administração, defesa, educação e saúde públicas e seguridade social",,91,1,0,2,0,0,0,58,0,1,0,0,0,0,1,1,1,2,1,23,0,0,0,0,0,0,0,0,0,0,0.0298583,0.177821356,0,0,0,37.95546559,0.827323514,0.724063843,0.138581952,0.09883364,0.031154082,0.007366483,15678,6,0,0.6995,0.5506,0.295088258,0.417421335
Sacramento,MG,3156908,0,0.001297288,0.319007365,0.197953562,0.800594242,0.209711986,0.663948565,0.126339449,104169,585743,981,0.732,0.726,0.871,0.619,-47.43655532,-19.86357634,863.73,816,2964,3073.27,Canastra,D,Urbano,313312.73,509743.57,332588.33,121.1,1276745.25,68911.65,1345656.9,25819,52118.86,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",81116625,823,14,8,93,3,1,37,336,79,63,12,5,6,40,38,2,16,20,13,37,0,0,1,160,2,2,2,2,79659134,562322729,0.341221286,0.110200469,0,0,0,7.695563508,0.864035822,0.561970262,0.18346491,0.173923572,0.067951761,0.012689495,25998,3,1,0.5292,0.4481,0.059247785,0.29415751
Sagrada Família,RS,4316428,0,0,0.329094412,0.683840749,0.302504817,0.206369427,0.67133758,0.122292994,6575,18657,2497,0.68,0.669,0.782,0.596,-53.13565172,-27.70673099,360.61,26,35,77.89,Sem Região,Z,Rural Adjacente,24507.62,2555.01,13739.87,15005.48,55807.97,2.46,58265.9,2676,21773.5,"Agricultura, inclusive apoio à agricultura e a pós colheita",,76,0,0,3,0,0,4,41,2,4,0,0,0,2,2,2,2,2,3,9,0,0,0,0,0,0,0,0,0,0,0.297359357,0.138155377,0,0,0,76.54037505,0.875915222,0.661240651,0.178178619,0.118785746,0.042234932,0,2676,0,0,0.5156,0.5492,0.11938326,0.32246696
Sagres,SP,3544707,0,0.001670146,0.324425887,0.250965251,0.758246347,0.227422907,0.634361233,0.138215859,4538,24532,1032,0.73,0.692,0.83,0.677,-50.95715471,-21.88113867,422.38,75,225,147.94,Sem Região,Z,Rural Adjacente,14209.22,2.18,10778.92,12972.41,40142,0.8,40943.94,2454,16684.57,"Administração, defesa, educação e saúde públicas e seguridade social",10370993,54,17,0,4,0,0,2,13,4,0,0,0,0,1,0,2,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0.288706366,0.088706366,0,0,0,41.06776181,0.870981211,0.539309684,0.185522531,0.230584851,0.043144775,0.001438159,2453,0,0,0.4426,0.4769,0.123982767,0.303973193
Sairé,PE,2612000,0,0,0.317615658,0.41372549,0.559875445,0.249324646,0.601303035,0.149372318,6117,27824,4529,0.585,0.581,0.784,0.44,-35.71024777,-8.327613539,664.47,136,237,190.46,Serras E Artes De Pernambuco,D,Rural Adjacente,56442.56,5601.11,38974.4,44866.88,145884.94,5.93,151811.43,10247,14815.21,"Agricultura, inclusive apoio à agricultura e a pós colheita",22944352,102,4,0,11,0,0,4,52,0,3,1,2,3,2,6,3,2,0,0,9,0,0,1,180,0,0,0,0,0,0,0.086607938,0.102444818,0,0,0,19.79610017,0.847686833,0.774874055,0.11702351,0.097502099,0.007556675,0.002938707,10065,3,2,0.4666,0.4626,0.300304398,0.380602498
Saldanha Marinho,RS,4316436,0,0,0.362495643,0.306730769,0.668874172,0.163105784,0.647733194,0.189161021,19659,63253,338,0.762,0.745,0.841,0.706,-53.0941072,-28.40328617,531.4,88,208,221.1,Rota Das Terras Encantadas,E,Rural Adjacente,64786.97,4044.98,48997.6,17435.39,135264.93,8.87,144129.95,2862,50359.87,"Agricultura, inclusive apoio à agricultura e a pós colheita",14792048,83,0,0,11,0,0,1,34,6,3,0,0,0,1,2,3,4,1,2,15,0,0,1,24,0,1,0,1,0,102682357,0.427771557,0.071295259,0,0,0,37.32736096,0.906239108,0.517307692,0.198846154,0.230384615,0.051923077,0.001538462,2849,0,0,0.4715,0.4391,0.048771121,0.235791091
Sales,SP,3544806,0,0,0.334067144,0.095551895,0.893047147,0.206039441,0.63989318,0.154067379,12436,81814,540,0.75,0.708,0.859,0.697,-49.49876867,-21.34445338,444.49,403,464,308.56,Coração Do Tietê,D,Intermediário Adjacente,42.28,5771,50966.21,27061.68,126079.56,4206.67,130.29,6074,21449.82,Demais serviços,26161895,215,25,0,20,0,0,9,83,9,16,4,0,1,10,4,3,1,8,1,21,0,0,1,49,1,0,1,0,53179361,0,0.321925476,0.081880697,0,0,0,15.99232368,0.866996881,0.530258146,0.186838764,0.228734659,0.053322048,0.000846382,6144,0,0,0.5058,0.4184,0.098728814,0.274576271
Sales Oliveira,SP,3544905,0,0.001514005,0.306018168,0.089053803,0.903387585,0.198805908,0.662721274,0.138472819,24811,149292,216,0.772,0.738,0.845,0.739,-47.84234934,-20.77788215,716.54,815,3079,305.78,Lagos Do Rio Grande,D,Intermediário Adjacente,75400.07,57636.48,123629.26,42028.9,298694.71,21804.02,320498.73,11541,27770.45,Demais serviços,,342,14,0,41,0,0,34,118,37,22,2,5,6,13,15,3,7,14,2,9,0,0,0,0,1,2,1,2,79943512,165556024,0.348671364,0.102385601,0,0,0,8.489685033,0.877649508,0.46361186,0.184690027,0.26425876,0.086145553,0.001293801,11641,0,0,0.4967,0.4403,0.046831062,0.29223448
Salesópolis,SP,3545001,0,0.002238567,0.299904061,0.365536362,0.633642469,0.2369032,0.641162814,0.121933986,109,4986,988,0.732,0.687,0.829,0.69,-45.84717693,-23.53179299,806.36,801,2235,425,Nascentes Do Tietê,D,Urbano,24142.33,8912.69,94478.72,59842.8,187376.54,8643.82,196020.36,16797,11669.96,Demais serviços,,320,51,1,9,0,0,5,163,20,19,2,1,1,12,9,2,12,2,1,10,0,0,3,235,2,2,2,2,278130776,48258088,0.352485019,0.136529198,0,0,0,11.74950065,0.847905341,0.504563627,0.183223957,0.250735461,0.058987705,0.002564683,16903,1,0,0.5563,0.4249,0.083458987,0.357509047
Salete,SC,4215307,0,0.000542741,0.311397558,0.307625272,0.673541384,0.234488316,0.656526994,0.10898469,1850,13269,685,0.74,0.737,0.803,0.695,-50.00173073,-26.97524433,436.91,256,520,177.99,Caminhos Do Alto Vale,D,Rural Adjacente,22758.15,44378.39,55508.01,32240.19,154884.74,10877.46,165762.21,7614,21770.71,Demais serviços,19205206,342,17,2,88,0,0,8,121,38,17,5,0,1,14,8,3,2,8,1,9,0,0,0,0,0,1,0,1,0,62320214,0.448334645,0.256359822,0,0,0,13.11303436,0.864993216,0.546039216,0.186980392,0.222901961,0.044078431,0,7634,0,0,0.5061,0.4298,0.04213174,0.252633234
Salgadinho,PE,2612109,0,0,0.245167526,0.652650022,0.184815292,0.254503196,0.640325392,0.105171412,202,113,5369,0.534,0.516,0.73,0.405,-35.63806124,-7.939483741,209.98,421,137,87.22,Sem Região,Z,Rural Adjacente,4498.95,1393.04,11488.03,39608.35,56988.36,1319.8,58308.16,10588,5507,"Administração, defesa, educação e saúde públicas e seguridade social",20941649,29,0,1,0,0,0,1,16,1,2,0,0,0,1,1,3,1,0,0,2,0,0,1,150,0,0,0,0,0,0,0.0227526,0.054977712,0,0,0,9.286775632,0.849441581,0.769152971,0.090012642,0.120859671,0.01011378,0.009860936,10747,1,0,0.5099,0.5265,0.398809524,0.548378926
Salgadinho,PB,2513000,0,0,0.27309008,0.649269311,0.342930445,0.317539485,0.578553616,0.103906899,838,59,4985,0.563,0.531,0.739,0.454,-36.84550289,-7.103034733,426.72,11,21,184.24,Cariri,E,Rural Adjacente,1006.98,690.76,4225.93,18633.68,24557.34,608.79,25166.12,3927,6408.49,"Administração, defesa, educação e saúde públicas e seguridade social",12357436,18,0,6,1,0,0,0,5,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.048736923,0.05077826,0,0,0,,0.813568985,0.746671338,0.112824107,0.1033637,0.023826209,0.013314646,3980,0,0,0.562,0.4661,0.298202326,0.434614029
Salgado,SE,2806206,0,0,0.285411825,0.63814004,0.344487477,0.270424224,0.642032679,0.087543097,5955,18194,3937,0.609,0.588,0.789,0.486,-37.47775536,-11.02211877,107.12,522,312,247.58,Polo Sertão Das Águas,D,Rural Adjacente,31390.8,8375.94,48.14,91106.81,179017.57,9415.08,188432.64,20126,9362.65,"Administração, defesa, educação e saúde públicas e seguridade social",38281154,165,4,1,6,0,0,2,66,4,5,1,0,1,3,7,4,27,2,2,30,0,0,0,0,0,1,0,1,0,18349619,0.0889334,0.143064597,0,0,0,5.007511267,0.829692745,0.7083463,0.12696832,0.133254497,0.028443393,0.002925251,20168,7,0,0.5648,0.5115,0.249503229,0.393007948
Salgado De São Félix,PB,2513109,0,0,0.296593186,0.543637387,0.433450234,0.256212676,0.578308611,0.165478713,1060,965,4891,0.568,0.531,0.77,0.448,-35.44330174,-7.355357314,55.33,72,120,202.44,Vale Do Paraíba,E,Rural Adjacente,10872.16,28186.25,22.38,53738.96,115173.46,3034.03,118207.49,12145,9733.02,"Administração, defesa, educação e saúde públicas e seguridade social",23714582,53,3,0,1,0,0,2,24,0,1,0,1,1,0,3,4,5,1,0,7,0,0,0,0,0,0,0,0,0,0,0.043213433,0.077125689,0,0,0,,0.83750835,0.772283151,0.098205384,0.112662014,0.016849452,0,12145,3,0,0.5153,0.512,0.341218567,0.45929828
Salgado Filho,PR,4122800,0,0,0.315693845,0.458273381,0.509879628,0.239198218,0.607572383,0.153229399,8416,32188,1907,0.7,0.682,0.831,0.604,-53.36211542,-26.17046052,510.57,64,194,189.32,Vales Do Iguaçu,E,Rural Adjacente,46740.37,3049.84,26337.08,19883.84,96011.13,6.05,102059.05,4072,25063.62,"Pecuária, inclusive apoio à pecuária",15772237,102,0,2,13,0,0,4,46,6,5,1,1,1,2,1,2,0,15,0,3,0,0,1,7,0,0,0,0,0,0,0.466159282,0.206306061,0,0,0,27.18129927,0.864637747,0.65248227,0.139217231,0.167060678,0.041239821,0,4003,0,0,0.5675,0.4586,0.095238095,0.241252302
Salgueiro,PE,2612208,0,0,0.265941479,0.185790173,0.798442494,0.276722327,0.629282318,0.093995356,74,2390,2709,0.669,0.645,0.799,0.58,-39.12085098,-8.070677522,424.27,604,6179,1678.56,"Da Sanfona, Do Aboio E Do Couro",C,Urbano,8.97,54190.78,411.57,220620.12,695353.77,90407.54,785761.31,60117,13070.53,Demais serviços,113988786,895,5,1,33,0,1,36,451,23,65,14,7,9,24,44,3,46,41,22,70,0,0,1,170,2,3,2,3,239079955,767928650,0.131294964,0.231040855,0,0,0,8.25028051,0.816419149,0.594099453,0.146691757,0.200700798,0.051391863,0.007116129,60453,20,1,0.648,0.6006,0.149501805,0.428988264
Salinas,MG,3157005,0,0,0.300576854,0.222911005,0.781229261,0.239128304,0.643643611,0.117228085,3646,6873,2474,0.679,0.697,0.815,0.551,-42.29350647,-16.16985573,476.34,1046,2208,1862.12,Cachaça,C,Urbano,22241.15,63430.85,259891.47,149594.78,495158.25,50377.32,545535.57,41494,13147.34,Demais serviços,60620384,1190,7,11,92,0,2,53,578,50,69,6,7,6,45,32,3,36,78,15,100,0,0,3,67,1,3,1,3,119306684,1879503668,0.146122034,0.218650995,0,0,0,9.673752691,0.858900403,0.650698366,0.153670134,0.148766716,0.042734027,0.004130758,41678,8,2,0.591,0.6637,0.156240709,0.39391687
Salinas Da Margarida,BA,2927309,0,0,0.285523187,0.547631442,0.441661712,0.261147569,0.639239441,0.09961299,57,73,3760,0.617,0.575,0.729,0.561,-38.75794395,-12.87799705,6.85,393,643,151.5,Baía De Todos Os Santos,C,Rural Adjacente,62726.45,9121.85,36889.75,53866.5,162.6,5.08,167687.04,15585,10759.51,"Produção florestal, pesca e aquicultura",41008405,130,2,1,4,0,0,11,56,2,16,2,1,1,1,1,2,16,0,1,13,0,0,12,382,0,0,0,0,0,0,0.040031042,0.022828688,0,0,0,12.93410076,0.827883472,0.587253142,0.166157989,0.198833034,0.044165171,0.003590664,15772,8,1,0.5166,0.5468,0.114011482,0.386437029
Salinópolis,PA,1506203,0,0.000187061,0.244996125,0.103839442,0.882285348,0.307971892,0.619184638,0.07284347,355,1026,3179,0.647,0.628,0.798,0.541,-47.35312026,-0.623638,27.15,1169,471,223.16,Amazônia Atlântica,B,Urbano,16.55,51619.88,181490.65,131,380.66,32854.09,413517.93,39328,10514.59,"Administração, defesa, educação e saúde públicas e seguridade social",78039316,375,3,0,4,0,0,6,136,4,34,1,0,8,4,111,2,24,0,7,31,0,0,12,694,1,3,1,3,16085283,156548105,0.062883436,0.133212943,0,0,0,2.473777954,0.805670613,0.605658562,0.215264188,0.16229394,0.0160536,0.000729709,39569,12,1,0.6222,0.5277,0.102395071,0.402954914
Salitre,CE,2311959,0,0,0.254772536,0.573279147,0.404258073,0.326556747,0.570033616,0.103409637,12905,32334,5328,0.54,0.497,0.732,0.434,-40.46475206,-7.284528685,698.28,45,44,804.36,Sem Região,Z,Rural Adjacente,18122.32,2623.52,24.28,57928.35,102958.84,3.29,106244.91,16248,6538.95,"Administração, defesa, educação e saúde públicas e seguridade social",37310356,74,0,0,0,0,0,0,41,0,0,0,0,0,1,0,2,0,1,0,29,0,0,0,0,1,0,1,0,6065209,0,0.037359294,0.095466991,0,0,0,18.2537268,0.792855756,0.789258897,0.101207966,0.080558276,0.014120144,0.014773098,16331,8,0,0.5312,0.4896,0.352307064,0.419191507
Salmourão,SP,3545100,0,0.000622665,0.322955583,0.104755784,0.892486509,0.223488372,0.633023256,0.143488372,6632,34103,1358,0.72,0.678,0.846,0.649,-50.860672,-21.62536273,469.58,104,274,172.93,Águas Do Oeste,E,Intermediário Adjacente,21331.68,5075.6,21639.05,20178.27,68224.6,1489.3,69713.89,5187,13440.12,"Administração, defesa, educação e saúde públicas e seguridade social",13708410,66,13,0,3,0,0,2,28,7,3,0,0,0,1,2,2,1,2,1,1,0,0,0,0,0,1,0,1,0,18400139,0.219118206,0.064424173,0,0,0,19.00418092,0.867372354,0.599664992,0.152907394,0.207226609,0.038286671,0.001675042,5222,0,0,0.4183,0.3921,0.126770708,0.348619448
Saloá,PE,2612307,0,0,0.293879417,0.480773505,0.499118166,0.282685512,0.571522052,0.145792436,8490,15412,5079,0.56,0.559,0.744,0.421,-36.69272917,-8.975995481,767.5,180,300,251.55,Sem Região,Z,Rural Adjacente,9501.21,3798.51,32506.05,69139.06,114944.83,5225.46,120170.28,15761,7624.53,"Administração, defesa, educação e saúde públicas e seguridade social",38574372,88,1,0,6,0,0,3,48,2,4,3,0,0,3,2,5,2,0,1,8,0,0,1,30,0,1,0,1,0,19238838,0.060797573,0.086330026,0,0,0,12.6398281,0.824482331,0.771510062,0.118998574,0.096418951,0.011567105,0.001426081,15779,4,0,0.599,0.5614,0.31933439,0.421711569
Saltinho,SP,3545159,0,0,0.306842329,0.147737765,0.83453747,0.179765744,0.685282635,0.134951621,3566,16959,66,0.79,0.771,0.857,0.75,-47.67828839,-22.8433675,599.01,761,1578,99.74,Sem Região,Z,Urbano,12947.46,25555.71,98157.13,33411.69,170071.98,27402.8,197474.77,7919,24936.83,Demais serviços,23643256,382,28,1,40,0,0,17,155,42,11,6,4,3,22,32,3,7,2,1,8,0,0,0,0,0,0,0,0,0,0,0.387108611,0.066169276,0,0,0,12.23091977,0.886527837,0.443272611,0.190635986,0.294503036,0.070150208,0.001438159,8019,1,0,0.4726,0.3947,0.025587718,0.283224052
Saltinho,SC,4215356,0,0,0.295379955,0.658119658,0.316586721,0.267145136,0.587719298,0.145135566,2316,13508,3033,0.654,0.639,0.795,0.551,-53.05863125,-26.60855892,650.02,58,91,156.59,Sem Região,Z,Rural Adjacente,27616.71,4703.24,13666.99,18640.93,64627.86,2470.03,67.1,3872,17329,"Administração, defesa, educação e saúde públicas e seguridade social",,57,2,0,8,0,0,3,26,6,3,0,0,0,0,2,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0.318014706,0.197478992,0,0,0,52.5210084,0.840444332,0.699609492,0.155301892,0.120156203,0.024932412,0,3847,1,0,0.5411,0.5081,0.1227491,0.401260504
Salto,SP,3545209,0,0.001705902,0.301963683,0.00715586,0.986191668,0.213446218,0.681843954,0.104709828,2646,12283,140,0.78,0.755,0.837,0.751,-47.29241563,-23.20407381,554.42,16442,29101,133.06,Roteiro Dos Bandeirantes,C,Urbano,12226.66,1653167.22,3091.15,412794.63,5169343.24,1035418.71,6204.76,115193,53864.05,Demais serviços,318504207,3630,23,3,448,2,19,196,1420,332,294,68,57,44,167,227,2,93,85,42,108,0,0,3,259,8,4,4,2,1227253736,1408515868,0.406946181,0.127270098,0,0,0,1.70124446,0.868740286,0.414133921,0.189023193,0.306973142,0.085778806,0.004090939,116191,12,4,0.5103,0.4544,0.037253725,0.327435464
Salto Da Divisa,MG,3157104,0,0,0.288526024,0.186457807,0.837294066,0.276858785,0.591154449,0.131986766,104,148,3977,0.608,0.586,0.846,0.453,-39.95075602,-15.9975707,128.02,121,199,938.01,Sem Região,Z,Intermediário Adjacente,12.61,16608.86,27390.04,31175.8,87783.95,3565.22,91349.17,7117,12835.35,"Administração, defesa, educação e saúde públicas e seguridade social",20043743,53,0,0,4,0,0,0,30,3,1,0,0,0,2,1,2,4,3,0,3,0,0,0,0,0,1,0,1,0,110852928,0.032253461,0.032824319,0,0,0,14.27144284,0.819069835,0.735137059,0.091135635,0.12246351,0.030259879,0.021003916,7127,1,0,0.6247,0.5327,0.241225726,0.477463032
Salto De Pirapora,SP,3545308,0,0.002491777,0.286429782,0.211918225,0.782293432,0.242873069,0.660168817,0.096958114,2429,12445,1074,0.73,0.699,0.834,0.665,-47.57468012,-23.64913222,632.39,6368,4333,280.51,Sem Região,Z,Urbano,18.12,435673.17,454576.94,159240.4,1067612.91,196.3,1263910.37,43990,28731.77,Demais serviços,116546481,781,41,8,46,0,1,41,366,49,50,9,4,7,20,32,3,35,18,7,44,0,0,0,0,1,2,1,2,162965615,175853169,0.328448813,0.10644401,0,0,0,2.223605799,0.860435563,0.526078017,0.189858388,0.235469578,0.041730619,0.006892358,44397,8,0,0.4871,0.4546,0.072173029,0.387226012
Salto Do Céu,MT,5107750,0,0.001023541,0.329580348,0.420031056,0.557574207,0.235429096,0.614502065,0.150068839,2178,5282,2773,0.67,0.661,0.797,0.56,-58.12675181,-15.13582457,293.23,166,171,1754.5,Região Turística Vale Do Cabaçal,D,Rural Adjacente,21023.06,2333.54,12630.03,23020.86,59007.5,3743.19,62.75,3423,18332.07,"Administração, defesa, educação e saúde públicas e seguridade social",9550792,35,1,0,1,0,0,1,22,4,0,0,0,0,1,1,2,0,2,0,0,0,0,1,33,0,0,0,0,0,0,0.14838522,0.345068374,0,0,0,29.09514111,0.852354145,0.638546983,0.160612429,0.162113479,0.037526268,0.00090063,3347,1,0,0.5476,0.481,0.136213621,0.368436844
Salto Do Itararé,PR,4122909,0,0,0.343955195,0.282425604,0.715720355,0.211279007,0.6287102,0.160010793,14952,55728,1791,0.7,0.661,0.836,0.631,-49.63075009,-23.60575674,518.95,87,259,200.52,Sem Região,Z,Rural Adjacente,46493.42,3716.85,18381.95,22594.95,91187.17,2199.57,93386.74,5179,18031.81,"Agricultura, inclusive apoio à agricultura e a pós colheita",13458906,85,1,4,12,0,0,1,44,2,2,2,0,0,1,1,2,5,2,0,6,0,0,0,0,1,0,1,0,17579576,0,0.346068771,0.146993766,0,0,0,20.10858637,0.87582078,0.61631753,0.142227122,0.201984564,0.039470783,0,5158,0,0,0.5823,0.4231,0.137267905,0.281388152
Salto Do Jacuí,RS,4316451,0,0.000420875,0.323232323,0.118229167,0.847306397,0.237035565,0.642956487,0.120007948,30911,111027,2269,0.687,0.693,0.837,0.558,-53.21330965,-29.08868125,325.54,254,798,507.7,Rota Das Terras Encantadas,D,Intermediário Adjacente,90781.23,295558.21,106074.4,59000.42,551414.25,16967.87,568382.12,12460,45616.54,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",36758024,292,4,3,18,0,0,22,174,12,11,5,1,0,9,4,3,8,8,2,8,0,0,1,27,0,3,0,3,0,193265984,0.314674613,0.066365979,0,0,0,16.10824742,0.849579125,0.597146537,0.187952046,0.157931239,0.053799663,0.003071436,12490,4,0,0.5889,0.4951,0.079341466,0.35158187
Salto Do Lontra,PR,4123006,0,0.000146103,0.297903426,0.462972045,0.541456644,0.242849433,0.648542903,0.108607663,19194,68189,1368,0.718,0.707,0.839,0.625,-53.3149351,-25.77676524,465.85,525,575,312.72,Sem Região,Z,Rural Adjacente,122508.82,27.54,107061.54,62067.14,319.18,21968.03,341145.33,14627,23322.99,"Pecuária, inclusive apoio à pecuária",38854630,488,1,1,56,0,0,37,210,42,17,7,1,9,26,12,6,22,17,3,21,0,0,0,0,1,1,1,1,21399331,130341162,0.34093229,0.133991153,0,0,0,6.805035726,0.858937833,0.594063616,0.177496173,0.175029767,0.052474911,0.000935533,14713,5,0,0.5532,0.4627,0.088990982,0.306959333
Salto Grande,SP,3545407,0,0.001365654,0.328325936,0.092894281,0.893820417,0.226254138,0.624013242,0.14973262,29402,63506,1780,0.7,0.664,0.825,0.637,-49.98107776,-22.89050725,405.76,560,876,188.44,Vertente Das Águas Limpas,D,Intermediário Adjacente,23440.22,68006.79,78028.05,35300.97,204776.03,11798.29,216574.32,9255,23400.79,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",,292,129,3,20,0,0,9,76,7,14,0,0,1,6,6,2,7,5,3,4,0,0,0,0,0,1,0,1,0,31640271,0.251263849,0.092180273,0,0,0,10.7561579,0.854671674,0.57816245,0.165379494,0.18828229,0.056857523,0.011318242,9287,0,1,0.5552,0.4376,0.089328378,0.361693655
Salto Veloso,SC,4215406,0,0.001395024,0.318530574,0.19270073,0.787258777,0.224453633,0.663319551,0.112226816,1753,6533,105,0.784,0.778,0.88,0.705,-51.40520808,-26.90316461,850.21,102,4788,105.06,Vale Do Contestado,E,Intermediário Adjacente,19831.16,44247.57,70.47,22890.3,157439.66,19984.38,177424.03,4616,38436.75,Demais serviços,17329758,156,2,1,19,0,0,6,61,19,4,3,0,2,4,2,10,3,3,5,12,0,0,1,5,0,1,0,1,0,33386549,0.388034188,0.111111111,0,0,0,21.36752137,0.874912811,0.502258836,0.192665427,0.217114005,0.081318097,0.006643635,4655,0,0,0.555,0.5494,0.066365808,0.219272631
